State/County Count, City Name, List of State/Counties
8,Brooklyn,NY/Kings IA/Poweshiek WI/Green CT/Northeastern Connecticut MS/Perry MD/Anne Arundel MI/Jackson IN/Morgan
8,Byron,CA/Contra Costa MI/Shiawassee NE/Thayer MN/Olmsted GA/Peach IL/Ogle NY/Genesee WY/Big Horn
8,Campbell,OH/Mahoning CA/Santa Clara MO/Dunklin TX/Hunt AL/Clarke NE/Franklin MN/Wilkin NY/Steuben
8,Carlisle,PA/Cumberland SC/Chester IA/Warren MA/Middlesex AR/Lonoke IN/Sullivan KY/Nicholas NY/Schoharie
8,Charleston,ME/Penobscot MS/Tallahatchie AR/Franklin IL/Coles SC/Charleston TN/Bradley MO/Mississippi SC/Berkeley WV/Kanawha
8,Chatham,IL/Sangamon MI/Alger NJ/Morris MA/Barnstable MS/Washington VA/Pittsylvania NY/Columbia LA/Jackson
8,Crawford,GA/Oglethorpe CO/Montrose WV/Lewis TX/McLennan NE/Dawes MS/Lowndes TN/Overton OK/Roger Mills
8,Creston,WV/Calhoun OH/Wayne NC/Ashe NE/Platte CA/San Luis Obispo WA/Lincoln IL/Ogle IA/Union
8,Cumberland,NC/Cumberland IA/Cass KY/Harlan VA/Cumberland MD/Allegany WI/Barron OH/Guernsey RI/Providence
8,Dallas,PA/Luzerne TX/Collin SD/Tripp TX/Tarrant OR/Polk NC/Gaston WI/Barron TX/Dallas WV/Marshall GA/Paulding
8,Delta,IA/Keokuk PA/York AL/Cleburne UT/Millard OH/Fulton LA/Madison MO/Cape Girardeau CO/Delta
8,Denton,KY/Carter NE/Lancaster KS/Doniphan MT/Fergus NC/Davidson MD/Caroline TX/Denton GA/Jeff Davis
8,Eureka,CA/Humboldt SD/McPherson MO/St. Louis MT/Lincoln IL/Woodford NV/Eureka UT/Juab KS/Greenwood
8,Fredonia,AZ/Coconino WI/Ozaukee ND/Logan NY/Chautauqua PA/Mercer KS/Wilson TX/Mason KY/Caldwell
8,Freedom,ME/Waldo WY/Bonneville NH/Carroll OK/Woods CA/Santa Cruz PA/Beaver IN/Owen NY/Cattaraugus
8,Friendship,AR/Hot Spring IN/Ripley MD/Anne Arundel TN/Crockett NY/Allegany ME/Knox WI/Adams OH/Scioto
8,Garfield,WA/Whitman NM/Doña Ana AR/Benton KY/Breckinridge KS/Pawnee NJ/Bergen GA/Emanuel MN/Douglas
8,Genoa,CO/Lincoln IL/DeKalb WV/Wayne NE/Nance NY/Cayuga WI/Vernon NV/Douglas OH/Ottawa
8,Gilbert,SC/Lexington AZ/Maricopa IA/Story MN/St. Louis AR/Searcy LA/Franklin WV/Mingo PA/Monroe
8,Glencoe,CA/Calaveras NM/Lincoln OK/Payne KY/Owen MN/McLeod IL/Cook AR/Fulton OH/Belmont
8,Glendale,AZ/Maricopa CA/Los Angeles OR/Douglas MA/Berkshire UT/Kane KY/Hardin RI/Providence SC/Spartanburg
8,Gordon,PA/Schuylkill WI/Douglas WV/Boone GA/Wilkinson KY/Letcher AL/Houston TX/Palo Pinto NE/Cherry
8,Grant,NE/Perkins AL/Marshall LA/Allen OK/Choctaw CO/Park FL/Brevard MI/Newaygo IA/Montgomery
8,Greensboro,GA/Greene MD/Caroline PA/Greene FL/Gadsden IN/Henry AL/Hale NC/Guilford VT/Orleans
8,Harrisville,MS/Simpson PA/Butler NH/Cheshire WV/Ritchie MI/Alcona OH/Harrison NY/Lewis RI/Providence
8,Hastings,OK/Cotton IA/Mills PA/Cambria NY/Oswego MI/Barry FL/St. Johns MN/Dakota NE/Adams
8,Hillsdale,OK/Garfield IN/Vermillion IL/Rock Island NJ/Bergen PA/Indiana WY/Laramie NY/Columbia MI/Hillsdale
8,Humboldt,MN/Kittson NE/Richardson IL/Coles IA/Humboldt KS/Allen TN/Gibson AZ/Yavapai SD/Minnehaha
8,Huntsville,OH/Logan IL/Schuyler MO/Randolph TX/Walker TN/Scott AR/Madison UT/Weber AL/Madison
8,Jonesville,IN/Bartholomew TX/Harrison VA/Lee NC/Yadkin SC/Union LA/Catahoula KY/Grant MI/Hillsdale
8,Junction City,OR/Lane CA/Trinity GA/Talbot AR/Union WI/Portage KS/Geary KY/Boyle OH/Perry
8,Kent,WA/King OH/Portage NY/Orleans OR/Sherman MN/Wilkin PA/Indiana IL/Stephenson CT/Northwest Hills
8,Knoxville,TN/Knox IA/Marion IL/Knox PA/Tioga MD/Washington AR/Johnson GA/Crawford AL/Greene
8,La Grange,AR/Lee NC/Lenoir TX/Fayette IL/Cook TN/Fayette KY/Oldham CA/Tuolumne MO/Lewis
8,Lamar,MS/Benton SC/Darlington MO/Barton IN/Spencer PA/Clinton AR/Johnson OK/Hughes CO/Prowers
8,Laurel,NE/Cedar IN/Franklin DE/Sussex MD/Anne Arundel MS/Jones IA/Marshall MD/Prince George's MD/Howard MT/Yellowstone NY/Suffolk
8,Leesburg,OH/Highland FL/Lake TX/Camp VA/Loudoun NJ/Cumberland IN/Kosciusko GA/Lee AL/Cherokee
8,Lewiston,CA/Trinity MI/Oscoda NY/Niagara NE/Pawnee ME/Androscoggin UT/Cache ID/Nez Perce MN/Winona
8,Logan,IL/Franklin NM/Harding WV/Logan IA/Harrison KS/Phillips AL/Cullman UT/Cache OH/Hocking
8,Mapleton,OR/Lane KS/Bourbon UT/Utah MN/Blue Earth IL/Peoria ND/Cass ME/Aroostook IA/Monona
8,Marysville,CA/Yuba OH/Union KS/Marshall MT/Lewis and Clark MI/St. Clair PA/Perry IN/Clark WA/Snohomish
8,Miami,TX/Roberts NM/Colfax AZ/Gila IN/Miami OK/Ottawa MO/Saline WV/Kanawha FL/Miami-Dade
8,Millville,WV/Jefferson DE/Sussex PA/Columbia NJ/Cumberland UT/Cache MA/Worcester CA/Shasta MN/Wabasha
8,Montezuma,OH/Mercer NC/Avery IA/Poweshiek GA/Macon KS/Gray NY/Cayuga NM/San Miguel IN/Parke
8,Morristown,MN/Rice TN/Hamblen NJ/Morris IN/Shelby NY/St. Lawrence AZ/Yavapai OH/Belmont SD/Corson
8,Moscow,OH/Clermont AR/Jefferson KS/Stevens IA/Muscatine PA/Lackawanna TN/Fayette TX/Polk ID/Latah
8,Nelson,NH/Cheshire VA/Mecklenburg CA/Butte PA/Tioga WI/Buffalo MO/Saline NE/Nuckolls MN/Douglas
8,New Castle,VA/Craig KY/Henry PA/Lawrence IN/Henry AL/Jefferson NH/Rockingham CO/Garfield DE/New Castle
8,Oakdale,CA/Stanislaus NE/Antelope PA/Allegheny LA/Allen IL/Washington CT/Southeastern Connecticut TN/Morgan NY/Suffolk
8,Odessa,MN/Lac qui Parle MO/Lafayette TX/Ector NE/Buffalo TX/Midland NY/Schuyler FL/Hillsborough WA/Lincoln DE/New Castle
8,Oneida,PA/Schuylkill KY/Clay IL/Knox AR/Phillips KS/Nemaha TN/Scott WI/Brown NY/Madison
8,Patterson,CA/Stanislaus AR/Woodruff IA/Madison LA/St. Mary IL/Greene NY/Putnam GA/Pierce MO/Wayne
8,Peru,ME/Oxford VT/Bennington IA/Madison NY/Clinton IN/Miami IL/LaSalle KS/Chautauqua NE/Nemaha
8,Piedmont,OK/Canadian SD/Meade KS/Greenwood WV/Mineral MO/Wayne OH/Belmont SC/Greenville AL/Cherokee
8,Pineville,AR/Izard PA/Bucks WV/Wyoming KY/Bell MO/McDonald LA/Rapides SC/Berkeley NC/Mecklenburg
8,Prospect,PA/Butler TN/Giles OH/Marion OR/Jackson CT/Naugatuck Valley VA/Prince Edward KY/Oldham NY/Oneida
8,Riverdale,ND/McLean GA/Clayton NE/Buffalo NJ/Morris IL/Cook MI/Gratiot CA/Fresno MD/Prince George's
8,Rockford,IA/Floyd MI/Kent TN/Blount AL/Coosa WA/Spokane OH/Mercer IL/Winnebago MN/Hennepin
8,Rockport,IL/Pike KY/Ohio MA/Essex WA/Whatcom IN/Spencer ME/Knox WV/Wood TX/Aransas
8,Rockville,UT/Washington NE/Sherman MO/St. Clair MD/Montgomery RI/Washington MN/Stearns VA/Hanover IN/Parke
8,Roosevelt,OK/Kiowa NY/Nassau UT/Duchesne WA/Klickitat NJ/Monmouth MN/Lake of the Woods AZ/Gila TX/Kimble
8,Roscoe,NY/Delaware TX/Nolan MO/St. Clair SD/Edmunds MN/Stearns MT/Carbon PA/Washington IL/Winnebago
8,Saint Paul,VA/Wise MN/Washington KS/Neosho AR/Madison NE/Howard MN/Ramsey OR/Marion IA/Lee MN/Dakota IN/Decatur MN/Hennepin
8,Salisbury,MD/Wicomico NC/Rowan MA/Essex MO/Chariton VT/Addison PA/Somerset CT/Northwest Hills NH/Merrimack
8,Scotland,PA/Franklin TX/Archer GA/Telfair AR/Van Buren CT/Northeastern Connecticut IN/Greene SD/Bon Homme MD/St. Mary's
8,Seymour,MO/Webster WI/Outagamie TN/Sevier CT/Naugatuck Valley TX/Baylor IL/Champaign IN/Jackson IA/Wayne
8,Sherwood,MD/Talbot AR/Pulaski OH/Defiance TN/Franklin OR/Washington ND/Renville MI/Branch WI/Calumet
8,Springville,AL/St. Clair PA/Susquehanna IN/Lawrence IA/Linn TN/Henry NY/Erie CA/Tulare UT/Utah
8,Stanley,ND/Mountrail ID/Custer VA/Page IA/Fayette NY/Ontario NM/Santa Fe NC/Gaston WI/Chippewa
8,Tipton,KS/Osborne IN/Tipton PA/Blair IA/Cedar MI/Lenawee OK/Tillman CA/Tulare MO/Moniteau
8,Uniontown,KS/Bourbon AR/Crawford WA/Whitman AL/Perry MO/Perry OH/Summit KY/Union PA/Fayette
8,Walker,KS/Ellis IA/Linn LA/Livingston MN/Cass KY/Knox WV/Wood MO/Vernon SD/Corson
8,Wheatland,CA/Yuba IN/Knox WY/Platte OK/Oklahoma PA/Mercer ND/Cass IA/Clinton MO/Hickory
8,Wilmington,VT/Windham IL/Will CA/Los Angeles MA/Middlesex NY/Essex NC/New Hanover DE/New Castle OH/Clinton
8,Wilton,WI/Monroe ME/Franklin ND/Burleigh CT/Western Connecticut IA/Cedar AR/Little River NH/Hillsborough CA/Sacramento
8,Worthington,MA/Hampshire IA/Dubuque WV/Marion IN/Greene KY/Greenup PA/Armstrong MN/Nobles MO/Putnam
8,Wyoming,IL/Stark PA/Luzerne WV/Wyoming MI/Kent RI/Washington NY/Wyoming IA/Jones MN/Anoka
9,Alpine,AZ/Apache NY/Schuyler WY/Lincoln CA/San Diego NJ/Bergen TX/Brewster AL/Talladega UT/Utah TN/Overton
9,Amherst,TX/Lamb MA/Hampshire VA/Amherst NE/Buffalo OH/Lorain CO/Phillips WI/Portage NH/Hillsborough SD/Marshall
9,Baldwin,WI/St. Croix MI/Lake NY/Nassau ND/Burleigh LA/St. Mary IA/Jackson IL/Randolph MD/Baltimore GA/Banks
9,Belleville,MI/Wayne WI/Dane NY/Jefferson AR/Yell NJ/Essex IL/St. Clair PA/Mifflin WV/Wood KS/Republic
9,Bloomington,IL/McLean MD/Garrett CA/San Bernardino ID/Bear Lake NE/Franklin TX/Victoria WI/Grant NY/Ulster IN/Monroe
9,Bradley,ME/Penobscot FL/Polk IL/Kankakee OK/Grady CA/Monterey AR/Lafayette SD/Clark SC/Greenwood WV/Raleigh
9,Bridgewater,NY/Oneida CT/Western Connecticut IA/Adair VT/Windsor SD/McCook ME/Aroostook MA/Plymouth VA/Rockingham NJ/Somerset
9,Brookfield,VT/Orange CT/Western Connecticut MO/Linn OH/Trumbull WI/Waukesha IL/Cook GA/Tift MA/Worcester NY/Madison
9,Caledonia,OH/Marion MI/Kent MN/Houston ND/Traill MO/Washington NY/Livingston IL/Boone MS/Lowndes WI/Racine
9,Colfax,IL/McLean WA/Whitman IA/Jasper ND/Richland LA/Grant WI/Dunn CA/Placer IN/Clinton NC/Guilford
9,Conway,NC/Northampton SC/Horry NH/Carroll MI/Emmet AR/Faulkner MA/Franklin MO/Laclede PA/Beaver WA/Skagit
9,Cordova,NE/Seward MD/Talbot AL/Walker SC/Orangeburg AK/Chugach TN/Shelby IL/Rock Island NM/Rio Arriba NC/Richmond
9,Dalton,WI/Green Lake OH/Wayne GA/Whitfield MO/Chariton MN/Otter Tail NY/Livingston PA/Lackawanna NE/Cheyenne MA/Berkshire
9,Davenport,NY/Delaware VA/Buchanan FL/Osceola OK/Lincoln FL/Polk IA/Scott NE/Thayer ND/Cass CA/Santa Cruz WA/Lincoln
9,Dawson,GA/Terrell MN/Lac qui Parle IA/Dallas IL/Sangamon NE/Richardson TX/Navarro PA/Fayette AL/DeKalb ND/Kidder
9,Deerfield,WI/Dane IL/Lake OH/Portage MA/Franklin NH/Rockingham MI/Lenawee KS/Kearny VA/Augusta MO/Vernon
9,Dixon,KY/Webster MO/Maries CA/Solano IA/Scott WY/Carbon NE/Dixon NM/Rio Arriba MT/Sanders IL/Lee
9,Douglas,OK/Garfield AK/Juneau MI/Allegan ND/Ward AZ/Cochise MA/Worcester GA/Coffee WY/Converse NE/Otoe
9,Dublin,IN/Wayne CA/Alameda GA/Laurens NH/Cheshire PA/Bucks TX/Erath NC/Bladen OH/Franklin VA/Pulaski
9,Dundee,MI/Monroe MS/Tunica KY/Ohio OR/Yamhill FL/Polk IA/Delaware OH/Holmes IL/Kane NY/Yates
9,Durham,KS/Marion NC/Durham CA/Butte ME/Androscoggin NY/Greene CT/Lower Connecticut River Valley OK/Roger Mills NH/Strafford MO/Lewis
9,Elizabeth,IL/Jo Daviess NJ/Union PA/Allegheny LA/Allen CO/Elbert IN/Harrison MN/Otter Tail AR/Fulton WV/Wirt
9,Ellsworth,IL/McLean NE/Sheridan IA/Hamilton WI/Pierce MI/Antrim ME/Hancock PA/Washington KS/Ellsworth MN/Nobles
9,Essex,MO/Stoddard CA/San Bernardino MT/Flathead MA/Essex IL/Kankakee NY/Essex MD/Baltimore CT/Lower Connecticut River Valley IA/Page
9,Fairfax,VA/Fairfax VT/Franklin IA/Linn SD/Gregory MN/Renville SC/Allendale MO/Atchison OK/Osage CA/Marin
9,Fayetteville,PA/Franklin WV/Fayette NY/Onondaga NC/Cumberland OH/Brown TX/Fayette GA/Fayette TN/Lincoln AR/Washington
9,Frankfort,ME/Waldo IL/Will NY/Herkimer SD/Spink MI/Benzie KS/Marshall IN/Clinton KY/Franklin OH/Ross
9,Garrison,ND/McLean MO/Christian MN/Crow Wing MT/Powell UT/Millard IA/Benton NY/Putnam TX/Nacogdoches KY/Lewis
9,Hamburg,MI/Livingston MN/Carver IA/Fremont PA/Berks LA/Avoyelles NY/Erie AR/Ashley NJ/Sussex IL/Calhoun
9,Hancock,NY/Delaware MN/Stevens IA/Pottawattamie WI/Waushara ME/Hancock MD/Washington VT/Addison MI/Houghton NH/Hillsborough
9,Harrisburg,IL/Saline NC/Cabarrus AR/Poinsett OR/Linn NE/Banner OH/Franklin MO/Boone SD/Lincoln PA/Dauphin
9,Highland,OH/Highland KS/Doniphan CA/San Bernardino IN/Lake WI/Iowa IL/Madison MI/Oakland NY/Ulster MD/Howard
9,Homer,NE/Dakota AK/Kenai Peninsula MI/Calhoun OH/Licking IN/Rush IL/Champaign GA/Banks NY/Cortland LA/Claiborne
9,Huntington,VT/Chittenden MA/Hampshire UT/Emery IN/Huntington OR/Baker WV/Wayne WV/Cabell TX/Angelina AR/Sebastian NY/Suffolk
9,Lakewood,WA/Pierce CA/Los Angeles NJ/Ocean PA/Wayne NY/Chautauqua IL/Shelby NM/Eddy OH/Cuyahoga WI/Oconto
9,Lansing,MI/Eaton WV/Fayette NC/Ashe KS/Leavenworth MN/Mower IL/Cook NY/Tompkins MI/Ingham MI/Clinton OH/Belmont IA/Allamakee
9,Litchfield,CA/Lassen MN/Meeker NE/Sherman OH/Medina ME/Kennebec IL/Montgomery NH/Hillsborough CT/Northwest Hills MI/Hillsdale
9,Louisville,OH/Stark MS/Winston IL/Clay KY/Jefferson TN/Blount GA/Jefferson NE/Cass AL/Barbour CO/Boulder
9,Lowell,OR/Lane IN/Lake MI/Kent MA/Middlesex VT/Orleans AR/Benton NC/Gaston WI/Dodge OH/Washington
9,Martin,ND/Sheridan MI/Allegan SD/Bennett SC/Allendale PA/Fayette GA/Franklin OH/Ottawa KY/Floyd TN/Weakley
9,Morris,IL/Grundy MN/Stevens CT/Northwest Hills GA/Quitman IN/Ripley PA/Tioga OK/Okmulgee AL/Jefferson NY/Otsego
9,Nashville,TN/Davidson IN/Brown KS/Kingman AR/Howard NC/Nash OH/Holmes IL/Washington MI/Barry GA/Berrien
9,New London,NC/Stanly MO/Ralls IA/Henry OH/Huron MN/Kandiyohi TX/Rusk WI/Waupaca CT/Southeastern Connecticut NH/Merrimack
9,Palmer,TX/Ellis IA/Pocahontas MI/Marquette IL/Christian KS/Washington NE/Merrick MA/Hampden AK/Matanuska-Susitna TN/Grundy
9,Pleasant Hill,OR/Lane NC/Northampton IL/Pike TN/Cumberland MO/Cass CA/Contra Costa IA/Polk OH/Miami LA/Sabine
9,Pulaski,IL/Pulaski TN/Giles PA/Lawrence WI/Shawano GA/Candler NY/Oswego VA/Pulaski MS/Smith IA/Davis
9,Riverton,UT/Salt Lake IL/Sangamon IA/Fremont WY/Fremont NE/Franklin KS/Cherokee NJ/Burlington CT/Northwest Hills WV/Pendleton
9,Rogers,TX/Bell KY/Wolfe CT/Northeastern Connecticut ND/Barnes NM/Roosevelt AR/Benton MN/Hennepin OH/Columbiana NE/Colfax
9,Russell,IA/Lucas IL/Lake MN/Lyon KS/Russell PA/Warren KY/Greenup NY/St. Lawrence MA/Hampden AR/White
9,Seneca,SD/Faulk SC/Oconee KS/Nemaha PA/Venango WI/Crawford IL/LaSalle NE/Cherry MO/Newton OR/Grant
9,Shelby,OH/Richland MI/Oceana MT/Toole IN/Lake MS/Bolivar NC/Cleveland IA/Shelby NE/Polk AL/Shelby
9,Union City,CA/Alameda PA/Erie NJ/Hudson GA/Fulton OK/Canadian MI/Branch TN/Obion IN/Randolph OH/Darke
9,Unionville,MI/Tuscola CT/Capitol TN/Bedford PA/Chester VA/Orange NY/Orange IA/Appanoose IN/Monroe MO/Putnam
9,Wallace,KS/Wallace NC/Duplin ID/Shoshone SD/Codington CA/Calaveras MI/Menominee SC/Marlboro WV/Harrison NE/Lincoln
9,Warsaw,VA/Richmond NC/Duplin MO/Benton MN/Rice IN/Kosciusko NY/Wyoming KY/Gallatin OH/Coshocton IL/Hancock
9,Waterloo,IN/DeKalb IA/Black Hawk NE/Douglas WI/Jefferson AL/Lauderdale OH/Lawrence NY/Seneca IL/Monroe SC/Laurens
9,Waterville,PA/Lycoming WA/Douglas OH/Lucas KS/Marshall VT/Lamoille ME/Kennebec MN/Le Sueur IA/Allamakee NY/Oneida
9,Willard,KY/Carter MO/Greene UT/Box Elder OH/Huron MT/Fallon NY/Seneca NM/Torrance NC/Pender WI/Clark
9,Williamstown,VT/Orange NJ/Gloucester NY/Oswego OH/Hancock MA/Berkshire MO/Lewis WV/Wood KY/Grant PA/Dauphin
9,Winfield,MO/Lincoln AL/Fayette IA/Henry TN/Scott PA/Snyder WV/Putnam IL/DuPage KS/Cowley TX/Titus
10,Adams,KY/Lawrence OR/Umatilla NY/Jefferson ND/Walsh NE/Gage MA/Berkshire MN/Mower TN/Robertson WI/Adams OK/Texas
10,Afton,NY/Chenango OK/Delaware MN/Washington TX/Dickens TN/Greene VA/Nelson WY/Lincoln WI/Rock MI/Cheboygan IA/Union
10,Atlanta,GA/Fulton IL/Logan NE/Phelps IN/Hamilton MI/Montmorency LA/Winn MO/Macon GA/Cobb NY/Steuben KS/Cowley TX/Cass GA/DeKalb
10,Bath,SC/Aiken NC/Beaufort IL/Mason IN/Franklin SD/Brown NH/Grafton ME/Sagadahoc NY/Steuben PA/Northampton MI/Clinton
10,Beaver,WA/Clallam UT/Beaver OH/Pike OK/Beaver IA/Boone PA/Beaver OR/Tillamook AK/Yukon-Koyukuk KY/Floyd WV/Raleigh
10,Bloomfield,CT/Capitol MT/Dawson MO/Stoddard NE/Knox NM/San Juan IN/Greene NJ/Essex NY/Ontario KY/Nelson IA/Davis
10,Carrollton,VA/Isle of Wight OH/Carroll AL/Pickens MI/Saginaw TX/Dallas IL/Greene TX/Denton KY/Carroll MO/Carroll GA/Carroll MS/Carroll
10,Carthage,TX/Panola MO/Jasper SD/Miner NC/Moore MS/Leake AR/Dallas NY/Jefferson IN/Rush IL/Hancock TN/Smith
10,Easton,MD/Talbot MN/Faribault IL/Mason KS/Leavenworth MO/Buchanan CT/Greater Bridgeport TX/Rusk ME/Aroostook PA/Northampton WA/Kittitas
10,Elkton,KY/Todd MD/Cecil TN/Giles SD/Brookings MI/Huron OR/Douglas OH/Columbiana MN/Mower FL/St. Johns VA/Rockingham
10,Freeport,KS/Harper NY/Nassau TX/Brazoria MN/Stearns OH/Harrison PA/Armstrong IL/Stephenson MI/Barry FL/Walton ME/Cumberland
10,Fremont,OH/Sandusky IA/Mahaska CA/Alameda NC/Wayne WI/Winnebago IN/Steuben MI/Newaygo NH/Rockingham NE/Dodge MO/Carter
10,Granville,IA/O'Brien IL/Putnam ND/McHenry OH/Licking NY/Washington VT/Addison TN/Jackson WV/Monongalia PA/Mifflin MA/Hampden
10,Greenfield,OH/Highland CA/Monterey IL/Greene MO/Dade IA/Adair MA/Franklin IN/Hancock NH/Hillsborough OK/Blaine TN/Weakley
10,Hebron,ME/Oxford CT/Capitol ND/Morton IN/Porter IL/McHenry OH/Licking KY/Boone NE/Thayer NH/Grafton MD/Wicomico
10,Holland,IN/Dubois MO/Pemiscot TX/Bell OH/Lucas MI/Allegan KY/Allen MN/Pipestone NY/Erie MA/Hampden IA/Grundy MI/Ottawa
10,Houston,TX/Fort Bend DE/Kent AL/Winston MS/Chickasaw TX/Harris MN/Houston OH/Shelby PA/Washington AR/Perry AK/Matanuska-Susitna MO/Texas
10,Lafayette,IN/Tippecanoe TN/Macon OH/Allen CA/Contra Costa AL/Chambers OR/Yamhill MN/Nicollet NJ/Sussex LA/Lafayette CO/Boulder
10,Livingston,MT/Park CA/Merced KY/Rockcastle IL/Madison NJ/Essex LA/Livingston TX/Polk WI/Grant TN/Overton AL/Sumter
10,Melrose,LA/Natchitoches NY/Rensselaer FL/Putnam OH/Paulding MA/Middlesex NM/Curry MN/Stearns IA/Monroe MT/Beaverhead WI/Jackson
10,Midway,TX/Madison UT/Wasatch KY/Woodford TN/Greene FL/Gadsden PA/Washington AR/Baxter AL/Barbour GA/Liberty WV/Raleigh
10,Montgomery,IL/Kendall PA/Lycoming WV/Fayette TX/Montgomery AL/Montgomery LA/Grant MI/Branch IN/Daviess NY/Orange MN/Le Sueur
10,Mount Pleasant,AR/Izard NC/Cabarrus OH/Jefferson UT/Sanpete PA/Westmoreland IA/Henry SC/Charleston MI/Isabella TN/Maury TX/Titus
10,New Haven,CT/South Central Connecticut WV/Mason MI/Macomb OH/Huron VT/Addison NY/Oswego KY/Nelson IL/White MO/Franklin IN/Allen
10,Newark,IL/Kendall MD/Worcester CA/Alameda OH/Licking NJ/Essex NY/Wayne MO/Knox AR/Independence DE/New Castle TX/Wise
10,Norwood,GA/Warren MA/Norfolk NC/Stanly PA/Delaware VA/Nelson MO/Wright NJ/Bergen CO/San Miguel LA/East Feliciana NY/St. Lawrence
10,Preston,MN/Fillmore MO/Hickory WA/King GA/Webster MD/Caroline MS/Kemper OK/Okmulgee IA/Jackson ID/Franklin CT/Southeastern Connecticut
10,Saint Charles,AR/Arkansas MI/Saginaw IA/Madison ID/Bear Lake VA/Lee SD/Gregory IL/Kane MN/Winona KY/Hopkins MO/St. Charles
10,Sidney,NY/Delaware AR/Izard MT/Richland IA/Fremont MI/Montcalm IL/Champaign NE/Cheyenne OH/Shelby TX/Comanche KY/Pike
10,Smithville,OH/Wayne MO/Clay TN/DeKalb OK/Le Flore WV/Ritchie MS/Monroe AR/Lawrence TX/Bastrop GA/Lee IN/Monroe
10,Sparta,WI/Monroe OH/Morrow MO/Christian NC/Alleghany MI/Kent GA/Hancock TN/White KY/Gallatin IL/Randolph NJ/Sussex
10,Stanton,AL/Chilton CA/Orange TX/Martin MI/Montcalm NE/Stanton TN/Haywood IA/Montgomery KY/Powell MO/Franklin ND/Mercer
10,Stratford,NY/Fulton WA/Grant NJ/Camden IA/Hamilton SD/Brown CT/Greater Bridgeport TX/Sherman WI/Marathon OK/Garvin CA/Kings
10,Sumner,ME/Oxford WA/Pierce GA/Worth MS/Tallahatchie IA/Bremer MO/Chariton NE/Dawson IL/Lawrence MI/Gratiot TX/Lamar
10,Taylor,MI/Wayne ND/Stark AZ/Navajo MS/Lafayette TX/Williamson AR/Lafayette PA/Lackawanna NE/Loup MO/Marion WI/Jackson
10,Vienna,VA/Fairfax MO/Maries GA/Dooly OH/Trumbull IL/Johnson ME/Kennebec SD/Clark MD/Dorchester NJ/Warren WV/Wood
10,Waterford,ME/Oxford PA/Erie CA/Stanislaus NY/Saratoga VA/Loudoun MS/Marshall WI/Racine MI/Oakland CT/Southeastern Connecticut OH/Washington
10,Wayne,MI/Wayne WV/Wayne NJ/Passaic NE/Wayne ME/Kennebec PA/Chester OH/Wood OK/McClain IL/DuPage NY/Steuben
10,Westport,WA/Grays Harbor TN/Carroll CT/Western Connecticut SD/Brown MA/Bristol CA/Mendocino NY/Essex PA/Clinton KY/Oldham IN/Decatur
10,Wilson,OK/Carter WI/St. Croix NC/Wilson NY/Niagara WY/Teton TX/Lynn MI/Menominee LA/East Feliciana KS/Ellsworth AR/Mississippi
10,Woodland,NC/Northampton AL/Randolph MS/Chickasaw GA/Talbot CA/Yolo IL/Iroquois WA/Cowlitz MI/Barry WI/Dodge PA/Clearfield
11,Alma,NE/Harlan MO/Lafayette AR/Crawford IL/Marion KS/Wabaunsee GA/Bacon CO/Park WI/Buffalo MI/Gratiot WV/Tyler NY/Allegany
11,Bedford,NY/Westchester MA/Middlesex PA/Bedford IN/Lawrence TX/Tarrant WY/Lincoln IA/Taylor NH/Hillsborough VA/Bedford KY/Trimble OH/Cuyahoga
11,Berlin,CT/Capitol NY/Rensselaer MD/Worcester NJ/Camden ND/LaMoure NH/Coos WI/Waushara OH/Holmes PA/Somerset MA/Worcester GA/Colquitt
11,Bradford,IL/Stark VT/Orange ME/Penobscot PA/McKean RI/Washington NY/Schuyler IA/Franklin TN/Gibson AR/Jackson OH/Darke NH/Merrimack
11,Clifton,VA/Fairfax TN/Wayne AZ/Greenlee IL/Iroquois NJ/Passaic KS/Washington CO/Mesa TX/Bosque ID/Franklin OH/Clark SC/Spartanburg
11,Covington,MI/Baraga LA/St. Tammany OK/Garfield KY/Kenton TN/Tipton PA/Tioga VA/Alleghany OH/Miami TX/Hill IN/Fountain GA/Newton
11,Dexter,OR/Lane GA/Laurens MO/Stoddard IA/Madison NM/Chaves ME/Penobscot MI/Washtenaw NY/Jefferson KY/Calloway MN/Mower KS/Cowley
11,Eden,GA/Effingham WI/Fond du Lac ID/Jerome VT/Lamoille AZ/Graham NC/Rockingham NY/Erie TX/Concho UT/Weber SD/Marshall MD/Wicomico
11,Garden City,MI/Wayne KS/Finney ID/Ada MO/Cass UT/Rich MN/Blue Earth NY/Nassau TX/Glasscock AL/Cullman SD/Clark IA/Hardin
11,Geneva,MN/Freeborn ID/Bear Lake NE/Fillmore GA/Talbot IN/Adams NY/Ontario IL/Kane AL/Geneva OH/Ashtabula IA/Franklin FL/Seminole
11,Goshen,MA/Hampshire OH/Clermont IN/Elkhart UT/Utah VA/Rockbridge AL/Pike NH/Sullivan NY/Orange CA/Tulare KY/Oldham CT/Northwest Hills
11,Grafton,VT/Windham NY/Rensselaer WV/Taylor IA/Worth NE/Fillmore WI/Ozaukee OH/Lorain IL/Jersey NH/Grafton MA/Worcester ND/Walsh
